"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2007-05-16","120.78","120.21","120.84","120.14","","0.46%"
"2007-05-15","120.23","120.38","120.58","120.10","","-0.12%"
"2007-05-14","120.38","120.18","120.47","120.02","","0.09%"
"2007-05-11","120.27","119.81","120.27","119.44","","0.28%"
"2007-05-10","119.93","120.04","120.56","119.73","","-0.08%"
"2007-05-09","120.03","119.95","120.16","119.61","","0.02%"
"2007-05-08","120.00","120.08","120.14","119.50","","-0.07%"
"2007-05-07","120.08","120.10","120.20","119.77","","-0.08%"
"2007-05-04","120.18","120.40","120.48","119.89","","-0.17%"
"2007-05-03","120.39","120.19","120.49","119.95","","0.18%"
"2007-05-02","120.17","119.72","120.33","119.54","","0.35%"
"2007-05-01","119.75","119.40","119.92","119.05","","0.23%"
"2007-04-30","119.47","119.18","119.78","119.15","","-0.12%"
"2007-04-27","119.61","119.53","119.77","118.85","","0.04%"
"2007-04-26","119.56","118.59","119.67","118.51","","0.79%"
"2007-04-25","118.62","118.49","118.86","118.25","","0.08%"
"2007-04-24","118.53","118.62","118.95","118.22","","-0.03%"
"2007-04-23","118.56","118.70","119.06","118.21","","-0.13%"
"2007-04-20","118.72","118.45","118.98","118.23","","0.23%"
"2007-04-19","118.45","118.46","118.61","117.59","","-0.12%"
"2007-04-18","118.59","118.89","119.03","118.09","","-0.29%"
"2007-04-17","118.93","119.75","119.84","118.80","","-0.68%"
"2007-04-16","119.75","119.41","119.89","118.96","","0.41%"
"2007-04-13","119.26","119.11","119.57","118.19","","0.09%"
"2007-04-12","119.15","119.33","119.53","118.78","","-0.19%"
"2007-04-11","119.38","119.02","119.56","118.85","","0.26%"
"2007-04-10","119.07","119.30","119.35","118.74","","-0.23%"
"2007-04-09","119.35","119.24","119.40","119.16","","0.06%"
"2007-04-06","119.28","118.71","119.41","118.64","","0.45%"
"2007-04-05","118.74","118.66","119.01","118.41","","0.08%"
"2007-04-04","118.64","118.94","119.10","118.53","","-0.27%"
"2007-04-03","118.96","117.84","118.99","117.70","","0.98%"
"2007-04-02","117.81","117.51","118.08","117.43","","0.02%"
"2007-03-30","117.79","118.06","118.40","117.19","","-0.23%"
"2007-03-29","118.06","116.91","118.10","116.65","","1.05%"
"2007-03-28","116.83","117.84","118.00","116.35","","-0.89%"
"2007-03-27","117.88","118.08","118.41","117.64","","-0.19%"
"2007-03-26","118.10","117.88","118.44","117.62","","0.01%"
"2007-03-23","118.09","118.09","118.26","117.38","","-0.01%"
"2007-03-22","118.10","117.52","118.34","117.22","","0.42%"
"2007-03-21","117.61","117.25","117.97","117.14","","0.28%"
"2007-03-20","117.28","117.65","118.03","116.90","","-0.23%"
"2007-03-19","117.55","116.31","117.78","116.23","","0.74%"
"2007-03-16","116.69","117.49","117.54","116.49","","-0.68%"
"2007-03-15","117.49","117.06","117.79","117.00","","0.37%"
"2007-03-14","117.06","116.21","117.16","115.74","","0.84%"
"2007-03-13","116.09","117.64","117.77","116.03","","-1.34%"
"2007-03-12","117.67","118.33","118.53","117.20","","-0.49%"
"2007-03-09","118.25","117.11","118.39","117.01","","0.96%"
"2007-03-08","117.13","116.08","117.50","115.53","","0.90%"
"2007-03-07","116.08","116.55","116.92","115.96","","-0.38%"
"2007-03-06","116.52","115.53","116.75","115.20","","0.73%"
"2007-03-05","115.68","116.66","116.79","115.13","","-1.04%"
"2007-03-02","116.89","117.51","117.84","116.40","","-0.61%"
"2007-03-01","117.61","118.52","118.87","116.94","","-0.71%"
"2007-02-28","118.45","117.97","118.82","117.86","","0.42%"
"2007-02-27","117.95","120.59","120.77","117.48","","-2.18%"
"2007-02-26","120.58","120.99","121.08","120.33","","-0.39%"
"2007-02-23","121.05","121.54","121.64","120.91","","-0.39%"
"2007-02-22","121.53","120.87","121.64","120.81","","0.49%"
"2007-02-21","120.94","119.96","121.19","119.69","","0.81%"
"2007-02-20","119.97","119.52","120.36","119.51","","0.34%"
"2007-02-19","119.56","119.39","119.75","119.20","","0.17%"
"2007-02-16","119.36","119.19","119.58","118.96","","0.15%"
"2007-02-15","119.18","120.76","120.82","119.15","","-1.29%"
"2007-02-14","120.74","121.14","121.39","120.61","","-0.31%"
"2007-02-13","121.11","121.89","121.96","121.08","","-0.66%"
"2007-02-12","121.92","121.81","122.11","121.57","","0.21%"
"2007-02-09","121.67","121.03","121.77","120.95","","0.53%"
"2007-02-08","121.03","120.65","121.45","120.55","","0.30%"
"2007-02-07","120.67","120.06","120.83","119.98","","0.48%"
"2007-02-06","120.09","120.40","120.58","119.95","","-0.20%"
"2007-02-05","120.33","121.07","121.20","120.22","","-0.66%"
"2007-02-02","121.13","120.75","121.38","120.62","","0.33%"
"2007-02-01","120.73","120.67","120.92","120.09","","0.05%"
"2007-01-31","120.67","121.62","121.76","120.61","","-0.78%"
"2007-01-30","121.62","121.72","122.01","121.45","","-0.11%"
"2007-01-29","121.75","121.44","122.20","121.41","","0.16%"
"2007-01-26","121.56","121.17","121.66","121.15","","0.33%"
"2007-01-25","121.16","121.14","121.31","120.17","","0.04%"
"2007-01-24","121.11","121.62","121.80","120.63","","-0.45%"
"2007-01-23","121.66","121.62","121.75","121.08","","0.07%"
"2007-01-22","121.58","121.24","121.81","121.19","","0.26%"
"2007-01-19","121.27","121.21","121.50","121.08","","-0.01%"
"2007-01-18","121.28","120.64","121.62","120.46","","0.53%"
"2007-01-17","120.64","120.63","120.90","120.32","","0.00%"
"2007-01-16","120.64","120.41","120.78","120.20","","0.16%"
"2007-01-15","120.45","120.39","120.60","120.04","","0.13%"
"2007-01-12","120.29","120.45","120.74","120.14","","-0.15%"
"2007-01-11","120.47","119.64","120.66","119.48","","0.67%"
"2007-01-10","119.67","119.34","119.80","119.12","","0.21%"
"2007-01-09","119.42","118.80","119.56","118.66","","0.56%"
"2007-01-08","118.75","118.63","118.84","118.09","","0.12%"
"2007-01-05","118.61","119.01","119.11","117.96","","-0.35%"
"2007-01-04","119.03","119.36","119.53","118.97","","-0.28%"
"2007-01-03","119.36","118.81","119.70","118.65","","0.46%"
"2007-01-02","118.81","119.02","119.06","118.48","","-0.21%"
"2007-01-01","119.06","119.04","119.06","118.90","","0.03%"
"2006-12-29","119.02","118.91","119.18","118.71","","0.09%"
"2006-12-28","118.91","118.83","119.06","118.50","","0.11%"
"2006-12-27","118.78","119.12","119.22","118.26","","-0.29%"
"2006-12-26","119.13","118.81","119.23","118.68","","0.29%"
"2006-12-25","118.78","118.71","118.97","118.66","","0.01%"
"2006-12-22","118.77","118.31","118.98","118.20","","0.35%"
"2006-12-21","118.36","118.43","118.53","117.92","","-0.04%"
"2006-12-20","118.41","118.13","118.53","117.93","","0.25%"
"2006-12-19","118.12","118.12","118.33","117.79","","0.00%"
"2006-12-18","118.12","117.94","118.29","117.68","","-0.02%"
"2006-12-15","118.14","117.82","118.33","117.41","","0.25%"
"2006-12-14","117.84","117.54","117.91","117.24","","0.26%"
"2006-12-13","117.53","116.76","117.66","116.63","","0.62%"
"2006-12-12","116.80","116.96","117.26","116.66","","-0.16%"
"2006-12-11","116.99","116.42","117.27","116.15","","0.49%"
"2006-12-08","116.42","115.23","116.50","114.88","","1.05%"
"2006-12-07","115.21","115.25","115.40","114.74","","0.02%"
"2006-12-06","115.19","114.84","115.31","114.50","","0.31%"
"2006-12-05","114.83","115.26","115.44","114.41","","-0.46%"
"2006-12-04","115.36","115.43","115.83","115.07","","-0.07%"
"2006-12-01","115.44","115.78","116.40","114.95","","-0.29%"
"2006-11-30","115.78","116.35","116.56","115.49","","-0.53%"
"2006-11-29","116.40","116.11","116.52","115.56","","0.28%"
"2006-11-28","116.08","116.08","116.42","115.87","","-0.01%"
"2006-11-27","116.09","115.51","116.41","115.37","","0.18%"
"2006-11-24","115.88","116.27","116.50","115.56","","-0.37%"
"2006-11-23","116.31","116.67","116.85","116.01","","-0.31%"
"2006-11-22","116.67","117.90","117.95","116.34","","-1.01%"
"2006-11-21","117.86","118.03","118.28","117.72","","-0.17%"
"2006-11-20","118.06","117.84","118.20","117.76","","0.33%"
"2006-11-17","117.67","118.20","118.47","117.49","","-0.41%"
"2006-11-16","118.16","118.00","118.36","117.73","","0.15%"
"2006-11-15","117.98","117.56","118.22","117.50","","0.31%"
"2006-11-14","117.62","118.13","118.19","117.23","","-0.47%"
"2006-11-13","118.18","117.56","118.31","117.11","","0.48%"
"2006-11-10","117.61","117.90","117.95","117.15","","-0.28%"
"2006-11-09","117.94","117.82","118.61","117.68","","0.08%"
"2006-11-08","117.84","117.66","118.02","117.36","","0.10%"
"2006-11-07","117.72","118.28","118.33","117.23","","-0.47%"
"2006-11-06","118.27","118.05","118.46","117.77","","0.21%"
"2006-11-03","118.02","117.13","118.21","116.94","","0.78%"
"2006-11-02","117.11","117.04","117.39","116.65","","0.03%"
"2006-11-01","117.08","116.96","117.17","116.55","","0.11%"
"2006-10-31","116.95","117.45","118.06","116.60","","-0.40%"
"2006-10-30","117.42","117.46","117.63","117.18","","-0.15%"
"2006-10-27","117.60","118.40","118.73","117.13","","-0.69%"
"2006-10-26","118.42","119.05","119.06","118.25","","-0.58%"
"2006-10-25","119.11","119.39","119.45","118.86","","-0.23%"
"2006-10-24","119.39","119.37","119.67","119.07","","0.05%"
"2006-10-23","119.33","118.72","119.44","118.55","","0.51%"
"2006-10-20","118.72","118.15","118.81","118.12","","0.47%"
"2006-10-19","118.17","118.86","119.03","118.03","","-0.62%"
"2006-10-18","118.91","118.53","119.25","118.29","","0.24%"
"2006-10-17","118.62","119.03","119.16","118.53","","-0.36%"
"2006-10-16","119.05","119.64","119.81","118.99","","-0.48%"
"2006-10-13","119.62","119.32","119.91","119.05","","0.26%"
"2006-10-12","119.31","119.76","119.78","119.23","","-0.37%"
"2006-10-11","119.75","119.67","119.84","119.32","","0.05%"
"2006-10-10","119.69","119.12","119.81","118.87","","0.48%"
"2006-10-09","119.12","118.95","119.31","118.81","","0.08%"
"2006-10-06","119.02","117.74","119.11","117.62","","1.13%"
"2006-10-05","117.69","117.81","117.91","117.43","","-0.09%"
"2006-10-04","117.80","117.95","118.30","117.72","","-0.11%"
"2006-10-03","117.93","117.70","117.99","117.36","","0.19%"
"2006-10-02","117.71","118.12","118.42","117.51","","-0.40%"
"2006-09-29","118.18","117.74","118.20","117.50","","0.37%"
"2006-09-28","117.75","117.48","117.95","117.31","","0.24%"
"2006-09-27","117.47","117.08","117.66","116.88","","0.33%"
"2006-09-26","117.08","116.54","117.25","116.24","","0.45%"
"2006-09-25","116.55","116.45","116.75","116.11","","-0.03%"
"2006-09-22","116.58","116.37","116.62","116.06","","0.19%"
"2006-09-21","116.36","117.28","117.48","116.21","","-0.88%"
"2006-09-20","117.39","117.63","117.70","116.95","","-0.30%"
"2006-09-19","117.74","117.98","118.14","116.97","","-0.22%"
"2006-09-18","118.00","117.48","118.30","117.42","","0.34%"
"2006-09-15","117.60","117.47","118.12","117.24","","0.05%"
"2006-09-14","117.54","117.50","117.78","117.28","","-0.03%"
"2006-09-13","117.58","117.86","118.03","117.33","","-0.26%"
"2006-09-12","117.89","117.61","118.16","117.38","","0.23%"
"2006-09-11","117.62","116.93","117.79","116.59","","0.58%"
"2006-09-08","116.94","116.47","117.03","116.08","","0.43%"
"2006-09-07","116.44","116.64","117.06","115.97","","-0.24%"
"2006-09-06","116.72","116.09","116.91","115.95","","0.54%"
"2006-09-05","116.09","116.12","116.23","115.55","","0.06%"
"2006-09-04","116.02","116.98","117.05","115.86","","-0.92%"
"2006-09-01","117.10","117.43","117.49","117.04","","-0.22%"
"2006-08-31","117.36","117.05","117.50","116.89","","0.29%"
"2006-08-30","117.02","116.64","117.31","116.52","","0.29%"
"2006-08-29","116.68","117.20","117.25","116.49","","-0.49%"
"2006-08-28","117.25","117.27","117.34","116.84","","-0.05%"
"2006-08-25","117.31","116.52","117.41","116.39","","0.68%"
"2006-08-24","116.52","116.35","116.61","116.15","","0.14%"
"2006-08-23","116.36","116.50","116.64","116.07","","-0.15%"
"2006-08-22","116.53","115.91","116.86","115.89","","0.55%"
"2006-08-21","115.89","115.74","115.98","115.33","","0.07%"
"2006-08-18","115.81","115.94","116.09","115.43","","-0.09%"
"2006-08-17","115.92","115.83","116.19","115.16","","0.08%"
"2006-08-16","115.83","116.08","116.39","115.61","","-0.20%"
"2006-08-15","116.06","116.64","116.75","115.82","","-0.54%"
"2006-08-14","116.69","116.35","116.75","116.14","","0.33%"
"2006-08-11","116.31","115.19","116.45","115.10","","0.93%"
"2006-08-10","115.24","115.31","115.63","114.65","","-0.06%"
"2006-08-09","115.31","115.33","115.75","114.77","","0.03%"
"2006-08-08","115.28","115.20","115.38","114.55","","0.12%"
"2006-08-07","115.14","114.19","115.17","114.14","","0.61%"
"2006-08-04","114.44","114.96","115.55","113.96","","-0.49%"
"2006-08-03","115.00","114.64","115.31","114.52","","0.29%"
"2006-08-02","114.67","114.59","114.89","114.19","","0.10%"
"2006-08-01","114.56","114.62","115.39","114.46","","-0.11%"
"2006-07-31","114.69","114.64","114.86","114.17","","0.03%"
"2006-07-28","114.65","115.76","116.03","114.59","","-0.97%"
"2006-07-27","115.77","116.30","116.44","115.28","","-0.45%"
"2006-07-26","116.29","117.16","117.24","116.16","","-0.76%"
"2006-07-25","117.18","116.67","117.41","116.51","","0.44%"
"2006-07-24","116.67","116.12","116.94","116.11","","0.45%"
"2006-07-21","116.15","117.04","117.06","115.80","","-0.75%"
"2006-07-20","117.03","116.84","117.14","116.53","","0.15%"
"2006-07-19","116.86","117.29","117.91","116.63","","-0.37%"
"2006-07-18","117.29","117.12","117.60","116.65","","0.09%"
"2006-07-17","117.19","116.35","117.30","116.13","","0.93%"
"2006-07-14","116.11","115.37","116.39","115.32","","0.64%"
"2006-07-13","115.37","115.48","115.53","114.97","","-0.10%"
"2006-07-12","115.48","114.28","115.73","114.15","","1.08%"
"2006-07-11","114.25","114.22","114.70","113.90","","-0.02%"
"2006-07-10","114.27","113.90","114.38","113.31","","0.18%"
"2006-07-07","114.06","115.11","115.31","113.79","","-0.93%"
"2006-07-06","115.13","115.67","115.72","114.87","","-0.48%"
"2006-07-05","115.69","114.91","115.80","114.56","","0.77%"
"2006-07-04","114.81","114.71","114.84","114.36","","0.10%"
"2006-07-03","114.69","114.31","114.95","114.08","","0.22%"
"2006-06-30","114.44","115.03","115.24","114.15","","-0.56%"
"2006-06-29","115.08","116.40","116.64","114.83","","-1.10%"
"2006-06-28","116.36","116.25","116.50","116.03","","0.10%"
"2006-06-27","116.24","116.27","116.72","115.84","","-0.01%"
"2006-06-26","116.25","116.50","116.57","116.07","","-0.24%"
"2006-06-23","116.53","116.11","116.60","115.74","","0.33%"
"2006-06-22","116.15","114.80","116.31","114.65","","1.12%"
"2006-06-21","114.86","114.87","115.23","114.35","","-0.04%"
"2006-06-20","114.91","115.44","115.64","114.60","","-0.54%"
"2006-06-19","115.53","115.22","115.78","115.13","","0.30%"
"2006-06-16","115.19","114.79","115.20","114.53","","0.33%"
"2006-06-15","114.81","114.96","115.23","114.62","","-0.18%"
"2006-06-14","115.02","115.28","115.42","114.43","","-0.28%"
"2006-06-13","115.34","114.41","115.45","114.23","","0.80%"
"2006-06-12","114.42","114.08","114.58","113.95","","0.39%"
"2006-06-09","113.98","114.12","114.35","113.53","","-0.17%"
"2006-06-08","114.17","113.41","114.74","113.35","","0.57%"
"2006-06-07","113.52","113.25","113.72","112.90","","0.22%"
"2006-06-06","113.27","112.16","113.56","112.04","","0.91%"
"2006-06-05","112.25","111.65","112.32","111.42","","0.47%"
"2006-06-02","111.73","112.58","112.96","111.30","","-0.79%"
"2006-06-01","112.62","112.56","113.40","112.34","","0.03%"
"2006-05-31","112.59","112.14","112.70","111.43","","0.42%"
"2006-05-30","112.12","112.44","112.81","111.60","","-0.29%"
"2006-05-29","112.45","112.63","112.73","112.14","","-0.19%"
"2006-05-26","112.66","111.67","112.83","111.46","","0.77%"
"2006-05-25","111.80","112.86","112.97","111.65","","-0.99%"
"2006-05-24","112.92","111.88","112.99","111.61","","0.92%"
"2006-05-23","111.89","111.40","112.02","110.94","","0.33%"
"2006-05-22","111.52","111.76","112.94","111.26","","-0.15%"
"2006-05-19","111.69","110.70","112.24","110.41","","0.87%"
"2006-05-18","110.73","111.02","111.28","110.31","","-0.23%"
"2006-05-17","110.98","109.66","111.37","108.96","","1.18%"
"2006-05-16","109.69","110.41","110.88","109.64","","-0.75%"
"2006-05-15","110.52","109.59","110.61","109.32","","0.45%"
"2006-05-12","110.03","110.63","110.74","109.29","","-0.60%"
"2006-05-11","110.69","110.51","111.54","110.09","","0.14%"
"2006-05-10","110.53","111.04","111.28","110.08","","-0.45%"
"2006-05-09","111.03","111.75","111.95","110.86","","-0.59%"
"2006-05-08","111.69","111.93","112.19","110.97","","-0.79%"
"2006-05-05","112.58","113.56","114.02","112.23","","-0.88%"
"2006-05-04","113.58","113.58","114.19","113.19","","0.02%"
"2006-05-03","113.56","113.40","113.88","112.87","","0.20%"
"2006-05-02","113.33","113.50","114.03","113.06","","-0.03%"
"2006-05-01","113.36","113.58","113.86","112.32","","-0.43%"
"2006-04-28","113.85","114.22","114.51","113.64","","-0.24%"
"2006-04-27","114.12","114.84","115.14","113.81","","-0.53%"
"2006-04-26","114.73","114.79","115.39","114.60","","-0.09%"
"2006-04-25","114.83","114.77","115.02","114.28","","0.18%"
"2006-04-24","114.62","115.68","115.98","114.22","","-1.70%"
"2006-04-21","116.60","117.47","117.79","116.52","","-0.72%"
"2006-04-20","117.44","117.22","117.90","117.20","","0.17%"
"2006-04-19","117.24","117.05","117.97","116.73","","0.15%"
"2006-04-18","117.06","117.78","118.22","117.03","","-0.64%"
"2006-04-17","117.81","118.55","118.59","117.51","","-0.75%"
"2006-04-14","118.70","118.53","118.75","118.41","","0.14%"
"2006-04-13","118.53","118.45","118.87","118.29","","0.03%"
"2006-04-12","118.50","118.34","118.62","117.80","","0.14%"
"2006-04-11","118.33","118.31","118.93","118.16","","0.02%"
"2006-04-10","118.31","118.14","118.69","117.85","","0.01%"
"2006-04-07","118.30","117.81","118.40","117.41","","0.44%"
"2006-04-06","117.78","117.35","117.98","117.24","","0.40%"
"2006-04-05","117.31","117.52","117.79","116.66","","-0.21%"
"2006-04-04","117.56","117.73","117.97","117.22","","-0.11%"
"2006-04-03","117.69","117.72","118.82","117.56","","0.01%"
"2006-03-31","117.68","117.33","118.15","117.12","","0.29%"
"2006-03-30","117.34","117.78","117.96","117.09","","-0.37%"
"2006-03-29","117.78","117.92","118.25","117.47","","-0.14%"
"2006-03-28","117.94","116.74","118.06","116.24","","1.05%"
"2006-03-27","116.71","117.53","117.69","116.38","","-0.64%"
"2006-03-24","117.46","117.91","118.50","117.37","","-0.38%"
"2006-03-23","117.91","116.96","117.97","116.72","","0.82%"
"2006-03-22","116.95","117.25","117.42","116.54","","-0.31%"
"2006-03-21","117.31","116.29","117.36","116.22","","0.89%"
"2006-03-20","116.27","115.96","116.45","115.49","","0.35%"
"2006-03-17","115.87","116.81","116.99","115.67","","-0.83%"
"2006-03-16","116.84","117.35","117.91","116.76","","-0.44%"
"2006-03-15","117.36","117.59","117.80","117.11","","-0.14%"
"2006-03-14","117.52","118.81","118.84","117.23","","-1.11%"
"2006-03-13","118.84","118.89","119.22","118.73","","-0.08%"
"2006-03-10","118.94","118.17","119.14","117.96","","0.65%"
"2006-03-09","118.17","117.81","118.45","117.07","","0.26%"
"2006-03-08","117.86","117.85","118.05","117.30","","-0.05%"
"2006-03-07","117.92","117.54","118.06","117.32","","0.29%"
"2006-03-06","117.58","116.31","117.70","116.02","","0.94%"
"2006-03-03","116.48","115.87","116.82","115.54","","0.59%"
"2006-03-02","115.80","116.08","116.44","115.76","","-0.27%"
"2006-03-01","116.11","115.76","116.33","115.43","","0.29%"
"2006-02-28","115.77","116.17","116.50","115.69","","-0.39%"
"2006-02-27","116.22","116.79","117.17","115.64","","-0.55%"
"2006-02-24","116.86","117.08","117.17","116.40","","-0.22%"
"2006-02-23","117.12","118.51","118.56","116.77","","-1.20%"
"2006-02-22","118.54","118.68","118.91","118.28","","-0.13%"
"2006-02-21","118.70","118.22","119.00","118.21","","0.38%"
"2006-02-20","118.25","118.13","118.40","117.91","","0.08%"
"2006-02-17","118.16","117.58","118.89","117.31","","0.47%"
"2006-02-16","117.61","117.85","118.28","117.54","","-0.23%"
"2006-02-15","117.88","117.38","118.14","116.73","","0.37%"
"2006-02-14","117.45","117.75","117.79","117.10","","-0.23%"
"2006-02-13","117.72","117.77","118.28","117.49","","-0.16%"
"2006-02-10","117.91","118.82","118.95","116.89","","-0.77%"
"2006-02-09","118.83","118.51","118.92","118.26","","0.28%"
"2006-02-08","118.50","117.94","118.83","117.53","","0.36%"
"2006-02-07","118.08","119.01","119.19","117.58","","-0.82%"
"2006-02-06","119.06","118.83","119.12","118.47","","0.17%"
"2006-02-03","118.86","118.54","119.41","118.31","","0.31%"
"2006-02-02","118.49","118.08","118.67","117.85","","0.36%"
"2006-02-01","118.06","117.23","118.14","117.04","","0.69%"
"2006-01-31","117.25","117.59","117.81","116.66","","-0.31%"
"2006-01-30","117.62","117.23","117.85","116.99","","0.32%"
"2006-01-27","117.25","116.38","117.47","116.10","","0.74%"
"2006-01-26","116.39","115.78","116.55","115.42","","0.57%"
"2006-01-25","115.73","114.66","115.98","114.60","","0.99%"
"2006-01-24","114.59","114.39","114.88","114.30","","0.18%"
"2006-01-23","114.38","115.24","115.33","114.11","","-0.78%"
"2006-01-20","115.28","115.39","115.69","114.92","","-0.14%"
"2006-01-19","115.44","115.20","115.59","114.89","","0.25%"
"2006-01-18","115.15","115.44","115.90","114.78","","-0.20%"
"2006-01-17","115.38","114.91","115.94","114.53","","0.44%"
"2006-01-16","114.88","114.18","115.15","113.77","","0.58%"
"2006-01-13","114.22","114.31","114.81","114.12","","-0.07%"
"2006-01-12","114.30","114.15","114.45","113.40","","0.14%"
"2006-01-11","114.14","114.30","114.91","113.87","","-0.16%"
"2006-01-10","114.32","114.37","114.80","114.09","","0.04%"
"2006-01-09","114.28","114.53","114.77","113.74","","-0.12%"
"2006-01-06","114.42","115.88","116.33","114.20","","-1.27%"
"2006-01-05","115.89","116.08","116.47","115.72","","-0.08%"
"2006-01-04","115.98","116.16","116.47","115.54","","-0.18%"
"2006-01-03","116.19","117.86","117.91","115.98","","-1.49%"
"2006-01-02","117.95","117.90","118.11","117.51","","-0.01%"
"2005-12-30","117.96","117.82","118.21","116.97","","0.13%"
"2005-12-29","117.81","117.90","118.00","117.67","","-0.06%"
"2005-12-28","117.88","117.38","117.97","116.94","","0.40%"
"2005-12-27","117.41","116.26","117.47","116.24","","1.02%"
"2005-12-26","116.22","116.26","116.63","115.96","","0.00%"
"2005-12-23","116.22","116.73","116.92","116.09","","-0.41%"
"2005-12-22","116.70","117.31","117.67","116.39","","-0.51%"
"2005-12-21","117.30","117.17","117.55","116.73","","0.15%"
"2005-12-20","117.13","116.12","117.31","115.95","","0.90%"
"2005-12-19","116.08","115.57","116.59","115.50","","0.33%"
"2005-12-16","115.70","116.21","116.53","115.58","","-0.46%"
"2005-12-15","116.23","117.33","117.70","115.78","","-0.92%"
"2005-12-14","117.31","119.90","120.23","116.68","","-2.22%"
"2005-12-13","119.97","119.71","120.47","119.61","","0.23%"
"2005-12-12","119.69","120.73","121.08","119.50","","-0.83%"
"2005-12-09","120.69","120.30","120.78","120.24","","0.36%"
"2005-12-08","120.26","121.02","121.19","119.95","","-0.63%"
"2005-12-07","121.02","120.84","121.19","120.54","","0.20%"
"2005-12-06","120.78","120.83","121.28","120.72","","-0.04%"
"2005-12-05","120.83","121.07","121.41","120.67","","0.23%"
"2005-12-02","120.55","120.61","121.23","120.15","","0.02%"
"2005-12-01","120.52","119.77","120.73","119.64","","0.59%"
"2005-11-30","119.81","119.65","119.89","119.21","","0.16%"
"2005-11-29","119.62","118.86","119.72","118.74","","0.69%"
"2005-11-28","118.80","119.66","119.95","118.31","","-0.69%"
"2005-11-25","119.62","118.90","119.73","118.87","","0.56%"
"2005-11-24","118.95","118.69","118.98","118.50","","0.18%"
"2005-11-23","118.74","118.71","119.06","118.18","","-0.03%"
"2005-11-22","118.78","118.99","119.53","118.63","","-0.16%"
"2005-11-21","118.97","119.19","119.47","118.50","","-0.13%"
"2005-11-18","119.13","118.73","119.41","118.66","","0.35%"
"2005-11-17","118.72","119.18","119.31","118.44","","-0.35%"
"2005-11-16","119.14","118.87","119.58","118.78","","0.22%"
"2005-11-15","118.88","118.80","119.44","118.68","","0.09%"
"2005-11-14","118.77","117.97","118.93","117.82","","0.76%"
"2005-11-11","117.88","118.23","118.27","117.60","","-0.29%"
"2005-11-10","118.22","117.54","118.25","117.32","","0.56%"
"2005-11-09","117.56","117.24","117.75","116.82","","0.26%"
"2005-11-08","117.25","117.65","118.00","117.05","","-0.33%"
"2005-11-07","117.64","118.24","118.42","117.41","","-0.52%"
"2005-11-04","118.25","117.16","118.38","117.11","","0.92%"
"2005-11-03","117.17","116.86","117.41","116.75","","0.30%"
"2005-11-02","116.82","116.69","117.01","116.53","","0.11%"
"2005-11-01","116.69","116.40","116.80","116.35","","0.26%"
"2005-10-31","116.39","115.70","116.48","115.50","","0.58%"
"2005-10-28","115.72","115.43","115.77","115.05","","0.23%"
"2005-10-27","115.46","115.83","116.25","114.82","","-0.35%"
"2005-10-26","115.86","114.98","115.95","114.86","","0.76%"
"2005-10-25","114.99","115.33","115.76","114.58","","-0.40%"
"2005-10-24","115.45","115.87","115.98","115.03","","-0.42%"
"2005-10-21","115.94","115.31","116.01","114.95","","0.50%"
"2005-10-20","115.36","115.33","115.78","115.24","","0.04%"
"2005-10-19","115.31","115.68","116.01","115.19","","-0.35%"
"2005-10-18","115.72","114.93","115.95","114.89","","0.68%"
"2005-10-17","114.94","114.14","114.98","113.73","","0.73%"
"2005-10-14","114.11","114.45","114.91","113.83","","-0.38%"
"2005-10-13","114.54","114.32","115.12","114.18","","0.15%"
"2005-10-12","114.37","114.52","114.78","114.22","","-0.11%"
"2005-10-11","114.50","114.11","114.64","113.78","","0.35%"
"2005-10-10","114.10","113.74","114.32","113.50","","0.24%"
"2005-10-07","113.83","113.23","114.02","113.19","","0.57%"
"2005-10-06","113.19","113.84","114.20","112.99","","-0.61%"
"2005-10-05","113.88","114.28","114.42","113.56","","-0.35%"
"2005-10-04","114.28","114.12","114.44","113.98","","0.14%"
"2005-10-03","114.12","113.46","114.39","113.39","","0.55%"
"2005-09-30","113.50","113.11","113.70","112.90","","0.39%"
"2005-09-29","113.06","113.02","113.23","112.64","","0.00%"
"2005-09-28","113.06","113.23","113.45","112.85","","-0.19%"
"2005-09-27","113.27","112.14","113.51","112.11","","0.99%"
"2005-09-26","112.16","112.41","112.62","112.06","","-0.32%"
"2005-09-23","112.52","111.63","112.59","110.99","","0.75%"
"2005-09-22","111.68","111.27","111.84","110.99","","0.34%"
"2005-09-21","111.30","111.96","112.03","110.94","","-0.60%"
"2005-09-20","111.97","111.49","112.02","111.09","","0.39%"
"2005-09-19","111.53","111.46","111.69","111.14","","0.18%"
"2005-09-16","111.33","110.65","111.47","110.41","","0.61%"
"2005-09-15","110.66","110.30","110.73","110.13","","0.27%"
"2005-09-14","110.36","110.64","110.83","109.85","","-0.33%"
"2005-09-13","110.72","110.34","111.06","110.10","","0.31%"
"2005-09-12","110.38","109.17","110.40","109.12","","0.62%"
"2005-09-09","109.70","110.51","110.76","109.44","","-0.74%"
"2005-09-08","110.52","110.02","110.66","109.94","","0.43%"
"2005-09-07","110.05","109.58","110.31","109.38","","0.36%"
"2005-09-06","109.66","109.10","109.85","109.10","","0.44%"
"2005-09-05","109.18","109.71","109.81","108.73","","-0.69%"
"2005-09-02","109.94","109.73","110.07","109.16","","0.14%"
